,date,MaxTemp_x,MinTemp_x,work_x,MaxTemp_y,MinTemp_y,work_y,MaxTemp_x,MinTemp_x,work_x,MaxTemp_y,MinTemp_y,work_y,MaxTemp_x,MinTemp_x,work_x,MaxTemp_y,MinTemp_y,work_y,MaxTemp_x,MinTemp_x,work_x,MaxTemp_y,MinTemp_y,work_y,MaxTemp_x,MinTemp_x,work_x,MaxTemp_y,MinTemp_y,work_y,MaxTemp_x,MinTemp_x,work_x,MaxTemp_y,MinTemp_y,work_y,MaxTemp_x,MinTemp_x,work_x,MaxTemp_y,MinTemp_y,work_y,MaxTemp,MinTemp,work
337,2021-12-04,23,19,0,23,19,0,20,10,0,23,19,0,20,10,0,20,10,0,19,16,0,19,16,0,19,16,0,19,16,0,23,19,0,23,19,0,20,10,0,20,10,0,20,10,0
338,2021-12-05,24,18,0,24,18,0,20,11,0,24,18,0,20,11,0,20,11,0,21,16,0,21,16,0,21,16,0,21,16,0,24,18,0,24,18,0,20,11,0,20,11,0,20,11,0
339,2021-12-06,25,19,1,25,19,1,20,12,1,25,19,1,20,12,1,20,12,1,21,17,1,21,17,1,21,17,1,21,17,1,25,19,1,25,19,1,20,12,1,20,12,1,20,12,1
340,2021-12-07,25,19,1,25,19,1,21,13,1,25,19,1,21,13,1,21,13,1,20,17,1,20,17,1,20,17,1,20,17,1,25,19,1,25,19,1,21,13,1,21,13,1,21,13,1
341,2021-12-08,25,20,1,25,20,1,21,13,1,25,20,1,21,13,1,21,13,1,21,17,1,21,17,1,21,17,1,21,17,1,25,20,1,25,20,1,21,13,1,21,13,1,21,13,1
342,2021-12-09,25,20,1,25,20,1,21,13,1,25,20,1,21,13,1,21,13,1,22,18,1,22,18,1,22,18,1,22,18,1,25,20,1,25,20,1,21,13,1,21,13,1,21,13,1
343,2021-12-10,25,20,1,25,20,1,22,15,1,25,20,1,22,15,1,22,15,1,22,18,1,22,18,1,22,18,1,22,18,1,25,20,1,25,20,1,22,15,1,22,15,1,22,15,1
344,2021-12-11,24,19,0,24,19,0,26,15,0,24,19,0,26,15,0,26,15,0,24,16,0,24,16,0,24,16,0,24,16,0,24,19,0,24,19,0,26,15,0,26,15,0,26,15,0
345,2021-12-12,25,20,0,25,20,0,26,12,0,25,20,0,26,12,0,26,12,0,22,16,0,22,16,0,22,16,0,22,16,0,25,20,0,25,20,0,26,12,0,26,12,0,26,12,0
346,2021-12-13,24,20,1,24,20,1,20,11,1,24,20,1,20,11,1,20,11,1,18,17,1,18,17,1,18,17,1,18,17,1,24,20,1,24,20,1,20,11,1,20,11,1,20,11,1
347,2021-12-14,25,21,1,25,21,1,21,12,1,25,21,1,21,12,1,21,12,1,23,18,1,23,18,1,23,18,1,23,18,1,25,21,1,25,21,1,21,12,1,21,12,1,21,12,1
348,2021-12-15,25,21,1,25,21,1,22,13,1,25,21,1,22,13,1,22,13,1,23,18,1,23,18,1,23,18,1,23,18,1,25,21,1,25,21,1,22,13,1,22,13,1,22,13,1
349,2021-12-16,25,20,1,25,20,1,22,14,1,25,20,1,22,14,1,22,14,1,23,18,1,23,18,1,23,18,1,23,18,1,25,20,1,25,20,1,22,14,1,22,14,1,22,14,1
350,2021-12-17,25,17,1,25,17,1,20,10,1,25,17,1,20,10,1,20,10,1,19,13,1,19,13,1,19,13,1,19,13,1,25,17,1,25,17,1,20,10,1,20,10,1,20,10,1
351,2021-12-18,22,18,0,22,18,0,17,12,0,22,18,0,17,12,0,17,12,0,15,14,0,15,14,0,15,14,0,15,14,0,22,18,0,22,18,0,17,12,0,17,12,0,17,12,0
352,2021-12-19,23,21,0,23,21,0,18,13,0,23,21,0,18,13,0,18,13,0,18,17,0,18,17,0,18,17,0,18,17,0,23,21,0,23,21,0,18,13,0,18,13,0,18,13,0
353,2021-12-20,23,21,1,23,21,1,18,14,1,23,21,1,18,14,1,18,14,1,20,18,1,20,18,1,20,18,1,20,18,1,23,21,1,23,21,1,18,14,1,18,14,1,18,14,1
354,2021-12-21,24,22,1,24,22,1,18,15,1,24,22,1,18,15,1,18,15,1,20,18,1,20,18,1,20,18,1,20,18,1,24,22,1,24,22,1,18,15,1,18,15,1,18,15,1
355,2021-12-22,24,22,1,24,22,1,19,15,1,24,22,1,19,15,1,19,15,1,20,17,1,20,17,1,20,17,1,20,17,1,24,22,1,24,22,1,19,15,1,19,15,1,19,15,1
356,2021-12-23,24,22,1,24,22,1,20,14,1,24,22,1,20,14,1,20,14,1,21,19,1,21,19,1,21,19,1,21,19,1,24,22,1,24,22,1,20,14,1,20,14,1,20,14,1
357,2021-12-24,25,19,1,25,19,1,20,13,1,25,19,1,20,13,1,20,13,1,20,16,1,20,16,1,20,16,1,20,16,1,25,19,1,25,19,1,20,13,1,20,13,1,20,13,1
358,2021-12-25,22,18,0,22,18,0,18,11,0,22,18,0,18,11,0,18,11,0,17,13,0,17,13,0,17,13,0,17,13,0,22,18,0,22,18,0,18,11,0,18,11,0,18,11,0
359,2021-12-26,20,17,0,20,17,0,14,10,0,20,17,0,14,10,0,14,10,0,14,13,0,14,13,0,14,13,0,14,13,0,20,17,0,20,17,0,14,10,0,14,10,0,14,10,0
360,2021-12-27,19,17,1,19,17,1,13,10,1,19,17,1,13,10,1,13,10,1,16,12,1,16,12,1,16,12,1,16,12,1,19,17,1,19,17,1,13,10,1,13,10,1,13,10,1
361,2021-12-28,22,19,1,22,19,1,17,11,1,22,19,1,17,11,1,17,11,1,18,16,1,18,16,1,18,16,1,18,16,1,22,19,1,22,19,1,17,11,1,17,11,1,17,11,1
362,2021-12-29,23,18,1,23,18,1,17,11,1,23,18,1,17,11,1,17,11,1,18,14,1,18,14,1,18,14,1,18,14,1,23,18,1,23,18,1,17,11,1,17,11,1,17,11,1
363,2021-12-30,22,17,1,22,17,1,17,10,1,22,17,1,17,10,1,17,10,1,16,15,1,16,15,1,16,15,1,16,15,1,22,17,1,22,17,1,17,10,1,17,10,1,17,10,1
364,2021-12-31,23,18,1,23,18,1,22,10,1,23,18,1,22,10,1,22,10,1,18,15,1,18,15,1,18,15,1,18,15,1,23,18,1,23,18,1,22,10,1,22,10,1,22,10,1
365,2022-01-01,22,18,0,22,18,0,17,11,0,22,18,0,17,11,0,17,11,0,17,15,0,17,15,0,17,15,0,17,15,0,22,18,0,22,18,0,17,11,0,17,11,0,17,11,0
366,2022-01-02,24,18,0,24,18,0,18,10,0,24,18,0,18,10,0,18,10,0,19,16,0,19,16,0,19,16,0,19,16,0,24,18,0,24,18,0,18,10,0,18,10,0,18,10,0
367,2022-01-03,24,18,0,24,18,0,19,11,0,24,18,0,19,11,0,19,11,0,20,17,0,20,17,0,20,17,0,20,17,0,24,18,0,24,18,0,19,11,0,19,11,0,19,11,0
368,2022-01-04,25,21,1,25,21,1,20,11,1,25,21,1,20,11,1,20,11,1,21,17,1,21,17,1,21,17,1,21,17,1,25,21,1,25,21,1,20,11,1,20,11,1,20,11,1
369,2022-01-05,23,20,1,23,20,1,19,13,1,23,20,1,19,13,1,19,13,1,21,16,1,21,16,1,21,16,1,21,16,1,23,20,1,23,20,1,19,13,1,19,13,1,19,13,1
370,2022-01-06,22,19,1,22,19,1,20,12,1,22,19,1,20,12,1,20,12,1,18,15,1,18,15,1,18,15,1,18,15,1,22,19,1,22,19,1,20,12,1,20,12,1,20,12,1
371,2022-01-07,21,18,1,21,18,1,16,11,1,21,18,1,16,11,1,16,11,1,17,15,1,17,15,1,17,15,1,17,15,1,21,18,1,21,18,1,16,11,1,16,11,1,16,11,1
372,2022-01-08,23,18,0,23,18,0,18,11,0,23,18,0,18,11,0,18,11,0,18,15,0,18,15,0,18,15,0,18,15,0,23,18,0,23,18,0,18,11,0,18,11,0,18,11,0
373,2022-01-09,22,18,0,22,18,0,18,10,0,22,18,0,18,10,0,18,10,0,17,16,0,17,16,0,17,16,0,17,16,0,22,18,0,22,18,0,18,10,0,18,10,0,18,10,0
374,2022-01-10,22,17,1,22,17,1,18,9,1,22,17,1,18,9,1,18,9,1,18,13,1,18,13,1,18,13,1,18,13,1,22,17,1,22,17,1,18,9,1,18,9,1,18,9,1
375,2022-01-11,21,17,1,21,17,1,14,9,1,21,17,1,14,9,1,14,9,1,14,11,1,14,11,1,14,11,1,14,11,1,21,17,1,21,17,1,14,9,1,14,9,1,14,9,1
376,2022-01-12,19,17,1,19,17,1,13,9,1,19,17,1,13,9,1,13,9,1,14,13,1,14,13,1,14,13,1,14,13,1,19,17,1,19,17,1,13,9,1,13,9,1,13,9,1
377,2022-01-13,20,16,1,20,16,1,15,8,1,20,16,1,15,8,1,15,8,1,14,12,1,14,12,1,14,12,1,14,12,1,20,16,1,20,16,1,15,8,1,15,8,1,15,8,1
378,2022-01-14,20,18,1,20,18,1,16,9,1,20,18,1,16,9,1,16,9,1,16,14,1,16,14,1,16,14,1,16,14,1,20,18,1,20,18,1,16,9,1,16,9,1,16,9,1
379,2022-01-15,23,19,0,23,19,0,18,10,0,23,19,0,18,10,0,18,10,0,19,16,0,19,16,0,19,16,0,19,16,0,23,19,0,23,19,0,18,10,0,18,10,0,18,10,0
380,2022-01-16,23,20,0,23,20,0,19,11,0,23,20,0,19,11,0,19,11,0,20,16,0,20,16,0,20,16,0,20,16,0,23,20,0,23,20,0,19,11,0,19,11,0,19,11,0
381,2022-01-17,23,19,1,23,19,1,17,13,1,23,19,1,17,13,1,17,13,1,17,16,1,17,16,1,17,16,1,17,16,1,23,19,1,23,19,1,17,13,1,17,13,1,17,13,1
382,2022-01-18,21,19,1,21,19,1,17,12,1,21,19,1,17,12,1,17,12,1,17,16,1,17,16,1,17,16,1,17,16,1,21,19,1,21,19,1,17,12,1,17,12,1,17,12,1
383,2022-01-19,23,19,1,23,19,1,18,11,1,23,19,1,18,11,1,18,11,1,18,16,1,18,16,1,18,16,1,18,16,1,23,19,1,23,19,1,18,11,1,18,11,1,18,11,1
384,2022-01-20,23,20,1,23,20,1,19,12,1,23,20,1,19,12,1,19,12,1,18,16,1,18,16,1,18,16,1,18,16,1,23,20,1,23,20,1,19,12,1,19,12,1,19,12,1
385,2022-01-21,21,20,1,21,20,1,17,13,1,21,20,1,17,13,1,17,13,1,19,16,1,19,16,1,19,16,1,19,16,1,21,20,1,21,20,1,17,13,1,17,13,1,17,13,1
386,2022-01-22,23,21,0,23,21,0,16,13,0,23,21,0,16,13,0,16,13,0,19,17,0,19,17,0,19,17,0,19,17,0,23,21,0,23,21,0,16,13,0,16,13,0,16,13,0
387,2022-01-23,25,21,0,25,21,0,19,13,0,25,21,0,19,13,0,19,13,0,21,17,0,21,17,0,21,17,0,21,17,0,25,21,0,25,21,0,19,13,0,19,13,0,19,13,0
388,2022-01-24,23,20,1,23,20,1,17,13,1,23,20,1,17,13,1,17,13,1,18,17,1,18,17,1,18,17,1,18,17,1,23,20,1,23,20,1,17,13,1,17,13,1,17,13,1
389,2022-01-25,23,20,1,23,20,1,18,12,1,23,20,1,18,12,1,18,12,1,18,17,1,18,17,1,18,17,1,18,17,1,23,20,1,23,20,1,18,12,1,18,12,1,18,12,1
390,2022-01-26,23,20,1,23,20,1,19,12,1,23,20,1,19,12,1,19,12,1,21,18,1,21,18,1,21,18,1,21,18,1,23,20,1,23,20,1,19,12,1,19,12,1,19,12,1
391,2022-01-27,24,20,1,24,20,1,19,12,1,24,20,1,19,12,1,19,12,1,21,17,1,21,17,1,21,17,1,21,17,1,24,20,1,24,20,1,19,12,1,19,12,1,19,12,1
392,2022-01-28,21,19,1,21,19,1,17,13,1,21,19,1,17,13,1,17,13,1,18,16,1,18,16,1,18,16,1,18,16,1,21,19,1,21,19,1,17,13,1,17,13,1,17,13,1
393,2022-01-29,20,17,1,20,17,1,15,10,1,20,17,1,15,10,1,15,10,1,17,13,1,17,13,1,17,13,1,17,13,1,20,17,1,20,17,1,15,10,1,15,10,1,15,10,1
394,2022-01-30,21,16,1,21,16,1,13,8,1,21,16,1,13,8,1,13,8,1,14,13,1,14,13,1,14,13,1,14,13,1,21,16,1,21,16,1,13,8,1,13,8,1,13,8,1
395,2022-01-31,20,19,0,20,19,0,16,11,0,20,19,0,16,11,0,16,11,0,16,15,0,16,15,0,16,15,0,16,15,0,20,19,0,20,19,0,16,11,0,16,11,0,16,11,0
396,2022-02-01,22,19,0,22,19,0,15,11,0,22,19,0,15,11,0,15,11,0,18,17,0,18,17,0,18,17,0,18,17,0,22,19,0,22,19,0,15,11,0,15,11,0,15,11,0
397,2022-02-02,23,20,0,23,20,0,18,12,0,23,20,0,18,12,0,18,12,0,18,16,0,18,16,0,18,16,0,18,16,0,23,20,0,23,20,0,18,12,0,18,12,0,18,12,0
398,2022-02-03,23,19,0,23,19,0,16,11,0,23,19,0,16,11,0,16,11,0,17,14,0,17,14,0,17,14,0,17,14,0,23,19,0,23,19,0,16,11,0,16,11,0,16,11,0
399,2022-02-04,22,17,0,22,17,0,15,9,0,22,17,0,15,9,0,15,9,0,15,13,0,15,13,0,15,13,0,15,13,0,22,17,0,22,17,0,15,9,0,15,9,0,15,9,0
400,2022-02-05,21,17,0,21,17,0,15,8,0,21,17,0,15,8,0,15,8,0,15,13,0,15,13,0,15,13,0,15,13,0,21,17,0,21,17,0,15,8,0,15,8,0,15,8,0
401,2022-02-06,21,18,0,21,18,0,17,9,0,21,18,0,17,9,0,17,9,0,17,14,0,17,14,0,17,14,0,17,14,0,21,18,0,21,18,0,17,9,0,17,9,0,17,9,0
402,2022-02-07,23,19,1,23,19,1,17,11,1,23,19,1,17,11,1,17,11,1,20,14,1,20,14,1,20,14,1,20,14,1,23,19,1,23,19,1,17,11,1,17,11,1,17,11,1
403,2022-02-08,22,19,1,22,19,1,17,11,1,22,19,1,17,11,1,17,11,1,16,15,1,16,15,1,16,15,1,16,15,1,22,19,1,22,19,1,17,11,1,17,11,1,17,11,1
404,2022-02-09,22,18,1,22,18,1,17,10,1,22,18,1,17,10,1,17,10,1,17,15,1,17,15,1,17,15,1,17,15,1,22,18,1,22,18,1,17,10,1,17,10,1,17,10,1
405,2022-02-10,23,19,1,23,19,1,17,10,1,23,19,1,17,10,1,17,10,1,17,16,1,17,16,1,17,16,1,17,16,1,23,19,1,23,19,1,17,10,1,17,10,1,17,10,1
406,2022-02-11,23,18,1,23,18,1,19,15,1,23,18,1,19,15,1,19,15,1,20,16,1,20,16,1,20,16,1,20,16,1,23,18,1,23,18,1,19,15,1,19,15,1,19,15,1
407,2022-02-12,23,19,0,23,19,0,18,11,0,23,19,0,18,11,0,18,11,0,18,17,0,18,17,0,18,17,0,18,17,0,23,19,0,23,19,0,18,11,0,18,11,0,18,11,0
408,2022-02-13,23,18,0,23,18,0,19,11,0,23,18,0,19,11,0,19,11,0,19,14,0,19,14,0,19,14,0,19,14,0,23,18,0,23,18,0,19,11,0,19,11,0,19,11,0
409,2022-02-14,22,17,1,22,17,1,15,9,1,22,17,1,15,9,1,15,9,1,15,14,1,15,14,1,15,14,1,15,14,1,22,17,1,22,17,1,15,9,1,15,9,1,15,9,1
410,2022-02-15,23,16,1,23,16,1,17,11,1,23,16,1,17,11,1,17,11,1,17,14,1,17,14,1,17,14,1,17,14,1,23,16,1,23,16,1,17,11,1,17,11,1,17,11,1
411,2022-02-16,21,18,1,21,18,1,16,8,1,21,18,1,16,8,1,16,8,1,16,15,1,16,15,1,16,15,1,16,15,1,21,18,1,21,18,1,16,8,1,16,8,1,16,8,1
412,2022-02-17,22,19,1,22,19,1,18,12,1,22,19,1,18,12,1,18,12,1,18,16,1,18,16,1,18,16,1,18,16,1,22,19,1,22,19,1,18,12,1,18,12,1,18,12,1
413,2022-02-18,22,19,1,22,19,1,19,11,1,22,19,1,19,11,1,19,11,1,19,16,1,19,16,1,19,16,1,19,16,1,22,19,1,22,19,1,19,11,1,19,11,1,19,11,1
414,2022-02-19,22,15,0,22,15,0,15,7,0,22,15,0,15,7,0,15,7,0,16,10,0,16,10,0,16,10,0,16,10,0,22,15,0,22,15,0,15,7,0,15,7,0,15,7,0
415,2022-02-20,17,15,0,17,15,0,9,7,0,17,15,0,9,7,0,9,7,0,13,10,0,13,10,0,13,10,0,13,10,0,17,15,0,17,15,0,9,7,0,9,7,0,9,7,0
416,2022-02-21,19,18,1,19,18,1,12,9,1,19,18,1,12,9,1,12,9,1,17,12,1,17,12,1,17,12,1,17,12,1,19,18,1,19,18,1,12,9,1,12,9,1,12,9,1
417,2022-02-22,21,17,1,21,17,1,14,11,1,21,17,1,14,11,1,14,11,1,17,13,1,17,13,1,17,13,1,17,13,1,21,17,1,21,17,1,14,11,1,14,11,1,14,11,1
418,2022-02-23,19,17,1,19,17,1,13,9,1,19,17,1,13,9,1,13,9,1,15,13,1,15,13,1,15,13,1,15,13,1,19,17,1,19,17,1,13,9,1,13,9,1,13,9,1
419,2022-02-24,22,17,1,22,17,1,17,9,1,22,17,1,17,9,1,17,9,1,15,13,1,15,13,1,15,13,1,15,13,1,22,17,1,22,17,1,17,9,1,17,9,1,17,9,1
420,2022-02-25,23,18,1,23,18,1,18,10,1,23,18,1,18,10,1,18,10,1,19,15,1,19,15,1,19,15,1,19,15,1,23,18,1,23,18,1,18,10,1,18,10,1,18,10,1
421,2022-02-26,23,18,0,23,18,0,19,10,0,23,18,0,19,10,0,19,10,0,19,16,0,19,16,0,19,16,0,19,16,0,23,18,0,23,18,0,19,10,0,19,10,0,19,10,0
422,2022-02-27,25,19,0,25,19,0,21,10,0,25,19,0,21,10,0,21,10,0,20,16,0,20,16,0,20,16,0,20,16,0,25,19,0,25,19,0,21,10,0,21,10,0,21,10,0
423,2022-02-28,26,21,1,26,21,1,22,11,1,26,21,1,22,11,1,22,11,1,23,17,1,23,17,1,23,17,1,23,17,1,26,21,1,26,21,1,22,11,1,22,11,1,22,11,1
